asset_no,url,img_url,subject,type,region,transfer_price,transfer_rate,description,remark,information,total_review,contact_name,contact_phone,contact_email,valuation,release_time,address,category,trade_type,area,use_area,owner,located,use_type
ZCFC004170,http://www.cnassets.com/moreInformation/house/12/10226/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元303室转让,房产,辽宁省,26.72万元,[u'26.72\u4e07\u5143'],,,1,0,,,,26.72,2017.06.15,辽宁省朝阳市,房产,,92.13,92.13,,辽宁省朝阳市双塔区凌河街四段14号,坐落位置 ：辽宁省朝阳市双塔区凌河街四段14号214C1单元303室  
ZCFC004164,http://www.cnassets.com/moreInformation/house/12/10220/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元103室转让,房产,辽宁省,26.19万元,[u'26.19\u4e07\u5143'],,,1,0,,,,26.19,2017.06.15,辽宁省朝阳市,房产,,92.13,92.13,, 朝阳市双塔区凌河街四段凌河现代城14号,坐落位置 ： 朝阳市双塔区凌河街四段凌河现代城14号214C1单元103室  
ZCFC004163,http://www.cnassets.com/moreInformation/house/12/10219/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元102室转让,房产,辽宁省,14.22万元,[u'14.22\u4e07\u5143'],,,1,0,,,,14.22,2017.06.15,辽宁省朝阳市,房产,,50.53,50.53,,辽宁省朝阳市双塔区凌河街四段14号,坐落位置：  辽宁省朝阳市双塔区凌河街四段14号214C1单元102室  
ZCFC004169,http://www.cnassets.com/moreInformation/house/12/10225/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元302室转让,房产,辽宁省,50.53万元,[u'50.53\u4e07\u5143'],,,1,0,,,,50.53,2017.06.15,辽宁省朝阳市,房产,,50.53,50.53,,辽宁省朝阳市双塔区凌河街四段14号,坐落位置：辽宁省朝阳市双塔区凌河街四段14号214C1单元302室  
ZCFC004171,http://www.cnassets.com/moreInformation/house/12/10227/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元401室转让,房产,辽宁省,26.17万元,[u'26.17\u4e07\u5143'],,,1,0,,,,26.17,2017.06.15,辽宁省朝阳市,房产,,90.21,90.21,,辽宁省朝阳市双塔区凌河街四段14号,坐落位置： 辽宁省朝阳市双塔区凌河街四段14号214C1单元401室  
ZCFC004162,http://www.cnassets.com/moreInformation/house/12/10218/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元101室转让,房产,辽宁省,25.64万元,[u'25.64\u4e07\u5143'],,,1,0,,,,25.64,2017.06.15,辽宁省朝阳市,房产,,90.21,90.21,,朝阳市双塔区凌河街四段凌河现代城14号,坐落位置：  朝阳市双塔区凌河街四段凌河现代城14号214C1单元101室  
ZCFC004167,http://www.cnassets.com/moreInformation/house/12/10223/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元203室转让,房产,辽宁省,26.72万元,[u'26.72\u4e07\u5143'],,,1,0,,,,26.72,2017.06.15,辽宁省朝阳市,房产,,92.13,92.13,, 辽宁省朝阳市双塔区凌河街四段14号,坐落位置 ： 辽宁省朝阳市双塔区凌河街四段14号214C1单元203室  
ZCFC004168,http://www.cnassets.com/moreInformation/house/12/10224/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元301室转让,房产,辽宁省,26.17万元,[u'26.17\u4e07\u5143'],,,1,0,,,,26.17,2017.06.15,辽宁省朝阳市,房产,,90.21,90.21,,辽宁省朝阳市双塔区凌河街四段14号,坐落位置 ：辽宁省朝阳市双塔区凌河街四段14号214C1单元301室  
ZCFC004165,http://www.cnassets.com/moreInformation/house/12/10221/0.html,1,辽宁省朝阳市双塔区凌河街四段14号214C1单元201室转让,房产,辽宁省,26.17万元,[u'26.17\u4e07\u5143'],,,1,0,,,,26.17,2017.06.15,辽宁省朝阳市,房产,,90.21,90.21,,朝阳市双塔区凌河街四段凌河现代城14号,坐落位置：朝阳市双塔区凌河街四段凌河现代城14号214C1单元201室  
ZCFC004157,http://www.cnassets.com/moreInformation/house/12/10180/0.html,1,某央企株洲产业基地资产转让项目,房产,湖南省,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.12,湖南省株洲市,房产,,2.74,2.74,,湖南省株洲市荷塘区金山路,一、基本情况
ZCFC004155,http://www.cnassets.com/moreInformation/house/12/10176/0.html,1,上海市虹口区大连路1079号101、201、301室及地下一层9、12、15、20、26、27、31、34、37、49、52、54车位转让,房产,上海市,"10,350.00万元","[u'10,350.00\u4e07\u5143']",,,1,0,,,,"10,350.00",2017.06.12,上海市,房产,,4997.05,4997.05,,大连路1079号,资产类别 :不动产
ZCFC004161,http://www.cnassets.com/moreInformation/house/12/10214/0.html,1,江苏省吴江市汾湖芦莘大道88号太阳湖大花园102幢花园别墅转让,房产,江苏省,"1,485.00万元","[u'1,485.00\u4e07\u5143']",,,1,0,,,,"1,485.00",2017.06.15,江苏省苏州市吴江区,房产,,594.6,594.6,, 江苏省吴江市汾湖芦莘大道88号太阳湖大花园,资产类别 ：不动产
ZCFC004154,http://www.cnassets.com/moreInformation/house/12/10153/0.html,1,国机资产管理公司部分资产（上海市中山北一路1250号2号楼1911室）转让,房产,上海市,101.00万元,[u'101.00\u4e07\u5143'],,,1,0,,,,101.00,2017.06.09,上海市,房产,,84.13,84.13,,上海市中山北一路1250号,资产类别 ：不动产
ZCFC004156,http://www.cnassets.com/moreInformation/house/12/10179/0.html,1,某央企涞水产业基地资产转让项目,房产,河北省,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.12,河北省保定市,房产,,65552.0,65552.0,,河北省涞水县冲之大街,一、基本情况
ZCFC004159,http://www.cnassets.com/moreInformation/house/12/10193/0.html,1,上海市长安路979弄20号303室转让,房产,上海市,305.65万元,[u'305.65\u4e07\u5143'],,,1,0,,,,305.65,2017.06.13,上海市,房产,,75.47,75.47,,上海市闸北区长安路979农20号,资产类别 ：不动产
ZCFC004158,http://www.cnassets.com/moreInformation/house/12/10192/0.html,1,上海市长安路979弄20号306室转让,房产,上海市,357.90万元,[u'357.90\u4e07\u5143'],,,1,0,,,,357.90,2017.06.13,上海市,房产,,88.37,88.37,,上海长安路979弄20号,资产类别: 不动产
ZCFC004152,http://www.cnassets.com/moreInformation/house/12/10151/0.html,1,中化资产管理（上海）有限公司部分资产(上海市昭化路518弄8号201室)转让,房产,上海市,823.90万元,[u'823.90\u4e07\u5143'],,,1,0,,,,823.90,2017.06.09,上海市,房产,,142.15,142.15,,上海市昭化路518弄8号,资产类别： 不动产
ZCFC004160,http://www.cnassets.com/moreInformation/house/12/10213/0.html,1,天津市南开区城厢嘉园11号楼别墅转让:,房产,天津市,"1,744.00万元","[u'1,744.00\u4e07\u5143']",,,1,0,,,,"1,744.00",2017.06.15,天津市,房产,,473.2,473.2,,天津市南开区城厢嘉园11号楼,资产类别： 不动产
ZCFC004153,http://www.cnassets.com/moreInformation/house/12/10152/0.html,1,中化资产管理（上海）有限公司部分资产(上海市昭化路518弄8号202室)转让,房产,上海市,758.96万元,[u'758.96\u4e07\u5143'],,,1,0,,,,758.96,2017.06.09,上海市,房产,,129.77,129.77,,上海市昭化路518弄8号,资产类别 ：不动产
ZCFC004143,http://www.cnassets.com/moreInformation/house/12/10132/0.html,1,七台河市桃山区新兴选煤厂公寓楼,房产,黑龙江省,362.12万元,[u'362.12\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,362.12,2017.06.09,黑龙江省七台河市桃山区,房产,,1819.32,1819.32,,七台河市桃山区新兴选煤厂,
ZCFC004149,http://www.cnassets.com/moreInformation/house/12/10148/0.html,1,中化资产管理（上海）有限公司部分资产(金汇路518弄15号602室)转让,房产,上海市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.09,上海市,房产,,104.1,104.1,,金汇路518弄15号,资产类别 ：不动产
ZCFC004148,http://www.cnassets.com/moreInformation/house/12/10138/0.html,1,汕头市迎宾路建设大厦403、404、405号办公房地产转让,房产,广东省,68.01万元,[u'68.01\u4e07\u5143'],,,1,0,,,,68.01,2017.06.09,广东省汕头市,房产,,182.48,182.48,,汕头市迎宾路建设大厦  ,
ZCFC004150,http://www.cnassets.com/moreInformation/house/12/10149/0.html,1,中化资产管理（上海）有限公司部分资产(上海市昭化路518弄8号301室)转让,房产,上海市,840.32万元,[u'840.32\u4e07\u5143'],,,1,0,,,,840.32,2017.06.09,上海市,房产,,142.15,142.15,,上海市昭化路518弄8号,资产类别 ：不动产
ZCFC004151,http://www.cnassets.com/moreInformation/house/12/10150/0.html,1,中化资产管理（上海）有限公司部分资产（凯旋公寓11幢6号602室)转让,房产,上海市,912.76万元,[u'912.76\u4e07\u5143'],,,1,0,,,,912.76,2017.06.09,上海市,房产,,127.09,127.09,,上海市安顺路139弄11号602室房产,资产类别：不动产
ZCFC004142,http://www.cnassets.com/moreInformation/house/12/10131/0.html,1,七台河市桃山区新兴选煤厂卫生所扩建,房产,黑龙江省,32.81万元,[u'32.81\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,32.81,2017.06.09,黑龙江省七台河市桃山区,房产,,305.49,305.49,,七台河市桃山区新兴选煤厂,
ZCFC004146,http://www.cnassets.com/moreInformation/house/12/10135/0.html,1,七台河市新兴区新兴矿通风一区办公室、仓库、绞车房及浴池,房产,黑龙江省,157.31万元,[u'157.31\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,157.31,2017.06.09,黑龙江省七台河市新兴区,房产,,1836.0,1836.0,,七台河市新兴区新兴矿通风一区,
ZCFC004144,http://www.cnassets.com/moreInformation/house/12/10133/0.html,1,七台河市新兴区新兴矿职工学校,房产,黑龙江省,21.30万元,[u'21.30\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,21.30,2017.06.09,黑龙江省七台河市新兴区,房产,,294.0,294.0,,七台河市新兴区新兴矿职工学校,
ZCFC004147,http://www.cnassets.com/moreInformation/house/12/10136/0.html,1,七台河市新兴区新兴矿马车班房屋,房产,黑龙江省,24.26万元,[u'24.26\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,24.26,2017.06.09,黑龙江省七台河市新兴区,房产,,275.0,275.0,,七台河市新兴区新兴矿马车班,
ZCFC004145,http://www.cnassets.com/moreInformation/house/12/10134/0.html,1,七台河市新兴区新兴矿一区七采绞车房,房产,黑龙江省,50.62万元,[u'50.62\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,50.62,2017.06.09,黑龙江省七台河市新兴区,房产,,498.1,498.1,,七台河市新兴区新兴矿一区七采,
ZCFC004137,http://www.cnassets.com/moreInformation/house/12/10118/0.html,1,吉林市昌邑区通潭大路东端C座楼3单元6号房产转让,房产,吉林省,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.08,吉林省吉林市,房产,,,,,,基本情况：吉林市昌邑区通潭大路东端C座楼3单元6号房产，建筑面积88.95平方米，混合结构，设计用途办公，1998年建成，有产权证无土地证。
ZCFC004135,http://www.cnassets.com/moreInformation/house/12/10112/0.html,1,双鸭山盛泰公司一队材料棚,房产,黑龙江省,5.66万元,[u'5.66\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,5.66,2017.06.08,黑龙江省双鸭山市尖山区,房产,,80.0,80.0,,双鸭山市尖山区公园路,
ZCFC004133,http://www.cnassets.com/moreInformation/house/12/10110/0.html,1,双鸭山盛泰公司一队木工车间,房产,黑龙江省,13.94万元,[u'13.94\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,13.94,2017.06.08,黑龙江省双鸭山市尖山区,房产,,140.0,140.0,,双鸭山市尖山区公园路,
ZCFC004134,http://www.cnassets.com/moreInformation/house/12/10111/0.html,1,双鸭山盛泰公司一队门卫室,房产,黑龙江省,4.78万元,[u'4.78\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,4.78,2017.06.08,黑龙江省双鸭山市尖山区,房产,,48.0,48.0,,双鸭山市尖山区公园路,
ZCFC004139,http://www.cnassets.com/moreInformation/house/12/10128/0.html,1,双鸭山方圆公司工厂铸造车间,房产,黑龙江省,46.86万元,[u'46.86\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,46.86,2017.06.09,黑龙江省双鸭山市尖山区,房产,,404.0,404.0,,双鸭山市尖山区矿建路,
ZCFC004138,http://www.cnassets.com/moreInformation/house/12/10127/0.html,1,双鸭山方圆公司原副业厂（猪舍）,房产,黑龙江省,20.77万元,[u'20.77\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,20.77,2017.06.09,黑龙江省双鸭山市尖山区,房产,,242.0,242.0,,双鸭山市尖山区矿建路,
ZCFC004132,http://www.cnassets.com/moreInformation/house/12/10109/0.html,1,双鸭山盛泰公司一队车库,房产,黑龙江省,11.28万元,[u'11.28\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,11.28,2017.06.08,黑龙江省双鸭山市尖山区,房产,,130.0,130.0,,双鸭山市尖山区公园路,
ZCFC004140,http://www.cnassets.com/moreInformation/house/12/10129/0.html,1,双鸭山铁路运输部中心餐厅,房产,黑龙江省,"1,729.61万元","[u'1,729.61\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"1,729.61",2017.06.09,黑龙江省双鸭山市尖山区,房产,,1250.62,1250.62,,双鸭山市尖山区一马路,
ZCFC004141,http://www.cnassets.com/moreInformation/house/12/10130/0.html,1,双鸭山宝山区采石场,房产,黑龙江省,271.55万元,[u'271.55\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,271.55,2017.06.09,黑龙江省双鸭山市宝山区,房产,,59033.0,59033.0,,双鸭山市宝山区,
ZCFC004136,http://www.cnassets.com/moreInformation/house/12/10113/0.html,1,双鸭山盛泰公司原料库,房产,黑龙江省,18.64万元,[u'18.64\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,18.64,2017.06.08,黑龙江省双鸭山市尖山区,房产,,200.0,200.0,,双鸭山市尖山区外环路,
ZCFC004120,http://www.cnassets.com/moreInformation/house/12/10083/0.html,1,上海市长宁区仙霞路780弄2号1301室房产转让,房产,上海市,568.35万元,[u'568.35\u4e07\u5143'],,,1,0,,,,568.35,2017.06.07,上海市,房产,,75.78,75.78,,上海市长宁区仙霞路780弄,资产类别 :不动产
ZCFC004119,http://www.cnassets.com/moreInformation/house/12/10082/0.html,1,上海市长宁区仙霞路780弄2号1302室房产转让,房产,上海市,570.98万元,[u'570.98\u4e07\u5143'],,,1,0,,,,570.98,2017.06.07,上海市,房产,,76.13,76.13,,上海市长宁区仙霞路780弄,资产类别 :不动产
ZCFC004129,http://www.cnassets.com/moreInformation/house/12/10106/0.html,1,双鸭山菜窖库房,房产,黑龙江省,10.04万元,[u'10.04\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,10.04,2017.06.08,黑龙江省双鸭山市尖山区,房产,,72.0,72.0,,双鸭山市尖山区一马路,
ZCFC004124,http://www.cnassets.com/moreInformation/house/12/10096/0.html,1,北京市石景山区杨庄中区7号楼1单元1602住宅房屋（含地下车位一个）转让,房产,北京市,890.00万元,[u'890.00\u4e07\u5143'],,,1,0,,,,890.00,2017.06.07,北京市,房产,,158.99,158.99,,北京市石景山区杨庄中区7号楼,坐落位置 : 北京市石景山区杨庄中区7号楼1单元16层1602  
ZCFC004125,http://www.cnassets.com/moreInformation/house/12/10097/0.html,1,秦皇岛市北戴河区东经路1888号的御墅龙湾C5栋、C6栋、C7栋三幢别墅 转让,房产,河北省,"6,405.68万元","[u'6,405.68\u4e07\u5143']",,,1,0,,,,"6,405.68",2017.06.07,河北省秦皇岛市,房产,,,,,河北省秦皇岛市北戴河区东经路北侧御墅龙湾, 
ZCFC004118,http://www.cnassets.com/moreInformation/house/12/10078/0.html,1,双鸭山东运转软化水车间,房产,黑龙江省,24.06万元,[u'24.06\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,24.06,2017.06.07,黑龙江省双鸭山市,房产,,312.45,312.45,,双鸭山市友谊农场八分场,
ZCFC004130,http://www.cnassets.com/moreInformation/house/12/10107/0.html,1,双鸭山岭西食堂仓库,房产,黑龙江省,629.07万元,[u'629.07\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,629.07,2017.06.08,黑龙江省双鸭山市尖山区,房产,,894.0,894.0,,双鸭山市尖山区一马路,
ZCFC004128,http://www.cnassets.com/moreInformation/house/12/10105/0.html,1,双鸭山四方台车站仓库,房产,黑龙江省,9.48万元,[u'9.48\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,9.48,2017.06.08,黑龙江省双鸭山市四方台区,房产,,66.04,66.04,,双鸭山市四方台区,
ZCFC004131,http://www.cnassets.com/moreInformation/house/12/10108/0.html,1,双鸭山盛泰公司一队办公室,房产,黑龙江省,48.27万元,[u'48.27\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,48.27,2017.06.08,黑龙江省双鸭山市,房产,,350.0,350.0,,双鸭山市尖山区公园路,
ZCFC004127,http://www.cnassets.com/moreInformation/house/12/10104/0.html,1,双鸭山四方台区锅炉房,房产,黑龙江省,8.23万元,[u'8.23\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,8.23,2017.06.08,黑龙江省双鸭山市四方台区,房产,,56.0,56.0,,双鸭山市四方台区,
ZCFC004116,http://www.cnassets.com/moreInformation/house/12/10076/0.html,1,双鸭山八分场东运转储油房,房产,黑龙江省,11.95万元,[u'11.95\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,11.95,2017.06.07,黑龙江省双鸭山市,房产,,138.51,138.51,,双鸭山市友谊农场八分场,
ZCFC004112,http://www.cnassets.com/moreInformation/house/12/10071/0.html,1,双鸭山双阳煤矿招待所,房产,黑龙江省,602.34万元,[u'602.34\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,602.34,2017.06.07,黑龙江省双鸭山市宝山区,房产,,3321.91,3321.91,,双鸭山市宝山区双阳矿向阳路,
ZCFC004110,http://www.cnassets.com/moreInformation/house/12/10069/0.html,1,双矿集团本部办公楼,房产,黑龙江省,"10,930.02万元","[u'10,930.02\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"10,930.02",2017.06.07,黑龙江省双鸭山市尖山区,房产,,9692.1,9692.1,,双鸭山市尖山区五马路,
ZCFC004108,http://www.cnassets.com/moreInformation/house/12/10049/0.html,1,双鸭山双阳矿通风区办公楼,房产,黑龙江省,42.03万元,[u'42.03\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,42.03,2017.06.06,黑龙江省双鸭山市宝山区,房产,,209.0,209.0,,双鸭山市宝山区双阳矿向阳路,
ZCFC004113,http://www.cnassets.com/moreInformation/house/12/10073/0.html,1,双鸭山新安煤矿招待所,房产,黑龙江省,313.33万元,[u'313.33\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,313.33,2017.06.07,黑龙江省双鸭山市宝山区,房产,,1527.0,1527.0,,宝山区新安矿二马路,
ZCFC004115,http://www.cnassets.com/moreInformation/house/12/10075/0.html,1,双鸭山八分场东运砖联合工作间,房产,黑龙江省,27.73万元,[u'27.73\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,27.73,2017.06.07,黑龙江省双鸭山市,房产,,183.4,183.4,,双鸭山市友谊农场八分场,
ZCFC004117,http://www.cnassets.com/moreInformation/house/12/10077/0.html,1,双鸭山八分场东运转锅炉房,房产,黑龙江省,7.23万元,[u'7.23\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,7.23,2017.06.07,黑龙江省双鸭山市,房产,,90.3,90.3,,双鸭山市友谊农场八分场,
ZCFC004109,http://www.cnassets.com/moreInformation/house/12/10050/0.html,1,双鸭山集贤矿办公楼,房产,黑龙江省,"1,093.45万元","[u'1,093.45\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"1,093.45",2017.06.06,黑龙江省双鸭山市四方台区,房产,,4232.2,4232.2,,双鸭山市四方台区集贤煤矿,
ZCFC004111,http://www.cnassets.com/moreInformation/house/12/10070/0.html,1,双鸭山集贤煤矿招待所,房产,黑龙江省,356.25万元,[u'356.25\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,356.25,2017.06.07,黑龙江省双鸭山市四方台区,房产,,1699.5,1699.5,,双鸭山市四方台区集贤煤矿,
ZCFC004114,http://www.cnassets.com/moreInformation/house/12/10074/0.html,1,双鸭山东山宾馆,房产,黑龙江省,"42,413.88万元","[u'42,413.88\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"42,413.88",2017.06.07,黑龙江省双鸭山市尖山区,房产,,43286.22,43286.22,,双鸭山市尖山区五马路,
ZCFC004105,http://www.cnassets.com/moreInformation/house/12/10046/0.html,1,双鸭山新安矿二区办公室,房产,黑龙江省,"1,227.56万元","[u'1,227.56\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"1,227.56",2017.06.06,黑龙江省双鸭山市宝山区,房产,,5491.0,5491.0,,双鸭山市宝山区新安矿二马路,
ZCFC004107,http://www.cnassets.com/moreInformation/house/12/10048/0.html,1,双鸭山双阳机关分部政工楼,房产,黑龙江省,380.80万元,[u'380.80\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,380.80,2017.06.06,黑龙江省双鸭山市宝山区,房产,,2104.0,2104.0,,双鸭山市宝山区双阳矿向阳路,
ZCFC004101,http://www.cnassets.com/moreInformation/house/12/10042/0.html,1,双鸭山市宝山区新安矿二区原食堂,房产,黑龙江省,8.03万元,[u'8.03\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,8.03,2017.06.06,黑龙江省双鸭山市宝山区,房产,,80.0,80.0,,双鸭山市宝山区新安矿二区,
ZCTF000556,http://www.cnassets.com/moreInformation/landHouse/12/10032/0.html,1,重庆市九龙坡区高新区大杨石组团土地使用权及地上建筑物转让,土地和房产,重庆市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.05,,土地和房产,,,,,, 
ZCFC004099,http://www.cnassets.com/moreInformation/house/12/10031/0.html,1,北京市丰台区方庄芳城园一区3号楼A902号房产出租,房产,北京市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.05,北京市,房产,,123.4,123.4,,北京市丰台区方庄芳城园一区,坐落位置： 北京市丰台区方庄芳城园一区3号楼A902号 
ZCFC004103,http://www.cnassets.com/moreInformation/house/12/10044/0.html,1,双鸭山东保卫矿办公楼西楼、东楼和食堂,房产,黑龙江省,"1,100.97万元","[u'1,100.97\u4e07\u5143']",,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,"1,100.97",2017.06.06,黑龙江省双鸭山市宝山区,房产,,5325.02,5325.02,,双鸭山市宝山区东保卫矿,
ZCFC004104,http://www.cnassets.com/moreInformation/house/12/10045/0.html,1,双鸭山新安矿政工楼、办公楼,房产,黑龙江省,864.34万元,[u'864.34\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,864.34,2017.06.06,黑龙江省双鸭山市宝山区,房产,,4350.0,4350.0,,双鸭山市宝山区新安矿二马路,
ZCFC004102,http://www.cnassets.com/moreInformation/house/12/10043/0.html,1,双鸭山市集贤县集贤矿润滑油库、汽油库及门卫,房产,黑龙江省,69.34万元,[u'69.34\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,69.34,2017.06.06,黑龙江省双鸭山市集贤县,房产,,763.1,763.1,,双鸭山市集贤县集贤矿,
ZCFC004106,http://www.cnassets.com/moreInformation/house/12/10047/0.html,1,双鸭山双阳矿办公楼,房产,黑龙江省,480.31万元,[u'480.31\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,480.31,2017.06.06,黑龙江省双鸭山市宝山区,房产,,2413.68,2413.68,,双鸭山市宝山区双阳矿向阳路,
ZCFC004100,http://www.cnassets.com/moreInformation/house/12/10041/0.html,1,双鸭山市宝山区新安矿东小屯加压泵站,房产,黑龙江省,1.05万元,[u'1.05\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,1.05,2017.06.06,黑龙江省双鸭山市宝山区,房产,,13.0,13.0,,双鸭山市宝山区新安矿东小屯,
ZCFC004097,http://www.cnassets.com/moreInformation/house/12/10029/0.html,1,北京市丰台区方庄芳城园一区3号楼A901号房产出租,房产,北京市,面议,[u'\u9762\u8bae'],,,1,0,,,,面议,2017.06.05,北京市,房产,,70.65,70.65,,北京市丰台区方庄芳城园一区3号楼,坐落位置： 北京市丰台区方庄芳城园一区3号楼A901号 
ZCFC004096,http://www.cnassets.com/moreInformation/house/12/10022/0.html,1,上海市长宁区延安西路1228弄4号16F室转让,房产,上海市,"1,018.71万元","[u'1,018.71\u4e07\u5143']",,,1,0,,,,"1,018.71",2017.06.05,上海市,房产,,103.95,103.95,,,资产类别 :不动产
ZCFC004090,http://www.cnassets.com/moreInformation/house/12/10016/0.html,1,双鸭山市宝山区新安矿付业队平房1,房产,黑龙江省,6.50万元,[u'6.50\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,6.50,2017.06.05,黑龙江省双鸭山市宝山区,房产,,82.0,82.0,,双鸭山市宝山区新安矿付业队,
ZCFC004093,http://www.cnassets.com/moreInformation/house/12/10019/0.html,1,双鸭山市宝山区新安矿付业队平房4,房产,黑龙江省,6.02万元,[u'6.02\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,6.02,2017.06.05,黑龙江省双鸭山市宝山区,房产,,76.0,76.0,,双鸭山市宝山区新安矿付业队,
